Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9
110,20,21.2,45.8,20.5,44.76,20.39,46.223333333333294,19.39,47.8,18.3566666666667,82.59,5.65666666666667,85.59,17.79,43.4,19.066666666666695,49.7,16.89,44.9
100,30,21.29,45.9,20.533333333333296,45.09,20.39,46.09,19.39,47.56,18.3566666666667,70.99,5.53,85.73,17.89,43.79,19.1333333333333,49.6333333333333,16.89,44.79
100,20,21.3566666666667,45.8266666666667,20.6666666666667,45.1633333333333,20.39,46.09,19.39,47.5,18.6,62.43,5.43333333333333,86.32666666666668,17.89,43.79,19.2,49.433333333333294,16.89,44.79
100,20,21.39,45.69,20.7,45.06,20.39,46.09,19.4266666666667,47.9933333333333,18.6666666666667,59.03,5.5,86.59999999999998,17.89,43.7,19.23,49.4,16.89,44.7
100,20,21.5,45.33333333333329,20.7,44.933333333333294,20.39,46.06,19.566666666666695,48.4666666666667,18.823333333333295,56.7266666666667,5.59,86.46666666666668,17.865,43.57,19.29,49.3266666666667,16.89,44.7
110,20,21.5,45.1266666666667,20.79,44.6333333333333,20.39,46.0,19.6666666666667,48.0933333333333,18.963333333333296,55.33333333333329,5.59,86.325,17.79,43.4,19.29,49.1633333333333,16.8233333333333,44.59
400,20,21.533333333333296,44.9666666666667,20.79,44.36,20.4266666666667,45.933333333333294,19.6,47.5,19.033333333333296,54.0933333333333,5.65666666666667,86.2266666666667,17.79,43.223333333333294,19.3566666666667,49.03,16.8233333333333,44.53
400,20,21.6,44.7666666666667,20.89,44.223333333333294,20.5,45.933333333333294,19.6966666666667,47.6266666666667,19.1,53.3666666666667,5.8333333333333295,85.7666666666667,17.79,43.03,19.39,48.863333333333294,16.89,44.59
390,30,21.6,44.56,20.963333333333296,43.963333333333296,20.5,45.79,20.0966666666667,47.5666666666667,19.158333333333296,52.4725,5.9,85.0333333333333,17.79,42.76,19.39,48.863333333333294,16.89,44.5225
240,20,21.6,44.36,21.0,43.83333333333329,20.5,45.73,20.5966666666667,47.223333333333294,19.2,51.99,6.0,84.1266666666667,17.79,42.6266666666667,19.34,48.95,16.8233333333333,44.433333333333294
60,20,21.6,44.2,21.0,43.7,20.5,45.59,20.996666666666705,47.03,19.2225,51.52,6.0,84.06,17.7,42.6266666666667,19.29,49.23,16.89,44.5
60,20,21.6,44.2,21.0,43.59,20.4175,45.545,21.1666666666667,46.5266666666667,19.29,51.23,5.96666666666667,84.79,17.7,42.76,19.3566666666667,49.43,16.89,44.5
60,20,21.6,44.2,21.0,43.59,20.39,45.6633333333333,21.033333333333296,46.4,19.29,51.06,5.9,85.5966666666667,17.7,43.03,19.39,49.89,16.89,45.0666666666667
50,10,21.6,44.2,21.0,43.7,20.29,45.73,20.963333333333296,46.433333333333294,19.29,50.933333333333294,5.763333333333329,86.26,17.7,43.1633333333333,19.39,50.1633333333333,16.89,45.26
70,20,21.5,44.23,20.9266666666667,43.76,20.29,45.79,20.865,46.5675,19.29,50.863333333333294,5.6233333333333295,86.59333333333329,17.7,43.4,19.39,50.463333333333296,16.89,45.433333333333294
60,20,21.5,44.363333333333294,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79,5.59,87.49666666666668,17.7,43.4666666666667,19.39,50.723333333333294,16.89,45.56
40,20,21.39,44.433333333333294,20.79,43.79,20.23,45.6566666666667,20.7,46.79,19.2,50.6633333333333,5.59,87.8966666666667,17.7,43.6266666666667,19.39,50.963333333333296,16.89,45.6266666666667
40,10,21.39,44.56,20.79,43.863333333333294,20.2,45.6633333333333,20.6333333333333,46.79,19.2,50.53,5.59,88.6333333333333,17.7,43.76,19.39,51.1633333333333,16.89,45.7
30,20,21.29,44.8266666666667,20.7,44.0,20.2,45.59,20.566666666666695,46.933333333333294,19.2,50.5,5.53,89.0266666666667,17.7,43.933333333333294,19.463333333333296,51.5,16.89,45.79
40,20,21.29,44.9666666666667,20.6333333333333,44.0,20.1666666666667,45.5,20.5,47.1333333333333,19.2,50.433333333333294,5.53,89.4,17.76,44.33333333333329,19.39,51.56,16.89,45.863333333333294
50,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.1666666666667,50.363333333333294,5.53,89.19333333333331,17.79,44.963333333333296,19.39,51.86,16.89,45.9
310,10,21.2,45.09,20.6,44.09,20.1,45.5,20.4266666666667,47.23,19.1,50.29,5.4,89.4,17.79,45.223333333333294,19.39,52.0,16.89,45.9666666666667
380,20,21.1666666666667,45.23,20.5,44.1266666666667,20.1,45.5,20.46,47.36,19.066666666666695,50.26,5.2,88.98999999999998,17.79,45.3266666666667,19.3566666666667,52.09,16.89,46.03
380,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.7933333333333,47.56,19.0,50.1266666666667,4.86666666666667,89.06333333333329,17.79,45.425,19.29,52.1633333333333,16.89,46.09
370,20,21.0,45.4,20.39,44.2,20.1,45.59,21.2633333333333,47.4666666666667,19.0,50.09,4.93333333333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2
120,10,21.0,45.59,20.39,44.26,20.1,45.59,21.5966666666667,47.4,19.0,50.03,5.0,91.43333333333328,17.79,45.73,19.23,52.9,16.89,46.2
50,0,20.9266666666667,45.59,20.29,44.29,20.1666666666667,45.53,21.89,46.9666666666667,19.0,50.03,4.86666666666667,91.26,17.79,45.863333333333294,19.29,53.5,16.89,46.29
40,0,20.89,45.66666666666671,20.23,44.29,20.1333333333333,45.5,21.823333333333295,46.2266666666667,18.9266666666667,50.09,4.72666666666667,91.59333333333329,17.79,45.8266666666667,19.29,53.96,16.89,46.433333333333294
50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.6666666666667,46.06,18.89,50.09,4.46666666666667,91.76,17.79,45.9666666666667,19.29,54.463333333333296,16.89,46.6333333333333
40,0,20.79,46.2,20.2,44.4666666666667,20.1666666666667,45.5,21.533333333333296,45.933333333333294,18.89,50.1725,4.3333333333333295,91.76,17.79,46.0,19.2225,54.7225,16.89,46.8266666666667
50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.3566666666667,45.9,18.89,50.2,4.15666666666667,91.8333333333333,17.79,46.0,19.2,54.9666666666667,16.9633333333333,46.9666666666667
50,0,20.7,46.26,20.1,44.59,20.1333333333333,45.4,21.23,45.9,18.79,50.09,4.15666666666667,92.5666666666667,17.89,46.0,19.2,54.9666666666667,17.0,47.23
50,0,20.7,46.2,20.0,44.433333333333294,20.2,45.5,21.066666666666695,45.9,18.79,50.09,4.3333333333333295,93.53,17.89,46.06,19.2,54.9,17.0,47.363333333333294
40,0,20.6,46.2,20.0,44.5,20.2,45.5,20.9266666666667,45.9,18.79,50.09,4.3333333333333295,93.32333333333328,17.89,46.09,19.2,54.863333333333294,17.0,47.53
40,0,20.6,46.1266666666667,20.0,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.1266666666667,17.8233333333333,45.963333333333296,19.1333333333333,54.79,17.0,47.6633333333333
30,0,20.566666666666695,46.0666666666667,19.89,44.59,20.2,45.4,20.6666666666667,46.0,18.7,50.09,4.06333333333333,92.8666666666667,17.8566666666667,45.9666666666667,19.2,54.9,17.0,47.8266666666667
20,0,20.5,46.2,19.823333333333295,44.53,20.29,45.4666666666667,20.533333333333296,46.0,18.7,50.09,3.8633333333333297,92.96666666666668,17.8566666666667,45.9666666666667,19.2,54.9666666666667,17.0,47.9
20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.09333333333329,17.89,46.2,19.2,55.09,17.0,48.03
40,0,20.4266666666667,46.23,19.79,44.53,20.2,45.4,20.39,46.1633333333333,18.6333333333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17.0,48.09
50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50.0,4.19,94.6566666666667,17.89,46.2,19.2,54.863333333333294,17.0666666666667,48.29
50,0,20.39,46.363333333333294,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50.0,4.263333333333329,94.79666666666668,17.89,46.1266666666667,19.2,54.73,17.0666666666667,48.363333333333294
40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50.0,4.463333333333329,95.03,17.89,46.09,19.1,54.56,17.0333333333333,48.463333333333296
50,0,20.29,46.545,19.6333333333333,44.6266666666667,20.29,45.5,20.033333333333296,46.29,18.533333333333296,50.0,4.59,95.03,17.89,45.92,19.1,54.5,17.0333333333333,48.59
40,0,20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.72666666666667,94.8666666666667,17.89,45.73,19.1,54.5,17.0333333333333,48.7666666666667
40,0,20.2,46.433333333333294,19.6,44.59,20.29,45.5,19.9266666666667,46.4666666666667,18.5,50.0,4.8,94.7266666666667,17.89,45.7,19.1,54.5,17.0333333333333,48.9
40,0,20.2,46.56,19.566666666666695,44.7,20.29,45.56,19.8566666666667,46.4666666666667,18.5,50.0,4.8,94.49333333333328,17.89,45.7,19.1,54.4,17.1,49.045
60,0,20.1666666666667,46.363333333333294,19.5,44.7,20.29,45.59,19.79,46.4666666666667,18.5,50.0,4.8,94.2266666666667,17.89,45.59,19.1,54.4,17.1,49.2
50,0,20.1,46.363333333333294,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50.0,4.8,94.1266666666667,17.89,45.6633333333333,19.1,54.29,17.1,49.26
50,0,20.1,46.5,19.4266666666667,44.73,20.29,45.59,19.7,46.6633333333333,18.4725,49.975,4.8,94.0,17.89,45.59,19.1,54.23,17.1,49.29
40,0,20.033333333333296,46.36,19.39,44.73,20.29,45.59,19.6666666666667,46.6633333333333,18.39,49.9,4.763333333333329,93.56333333333329,17.89,45.59,19.05,54.045,17.1,49.363333333333294
40,0,20.0,46.29,19.39,44.79,20.3566666666667,45.59,19.6,46.59,18.39,49.9,4.763333333333329,94.02333333333328,17.89,45.6266666666667,19.0,54.0,17.1,49.433333333333294
40,0,20.0,46.29,19.39,44.79,20.39,45.59,19.6,46.6266666666667,18.39,49.9,4.8333333333333295,94.7266666666667,17.89,45.6266666666667,19.066666666666695,54.0,17.1,49.56
40,0,20.0,46.23,19.39,44.79,20.323333333333295,45.59,19.6,46.7,18.39,49.9,4.8333333333333295,95.0,17.89,45.59,19.1,53.9,17.1,49.6266666666667
50,0,19.9266666666667,46.23,19.29,44.9,20.323333333333295,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.723333333333294,19.033333333333296,53.8266666666667,17.1,49.7
70,10,19.89,46.23,19.29,44.925,20.323333333333295,45.59,19.5,46.7,18.3566666666667,49.933333333333294,4.9975,95.82,17.89,45.9,19.0,53.79,17.1,49.8266666666667
40,0,19.89,46.43,19.29,45.0,20.29,45.59,19.4266666666667,46.7,18.29,50.0,5.09,96.03,17.89,45.9666666666667,19.0,53.79,17.1,49.9666666666667
30,0,19.89,46.6266666666667,19.29,45.1266666666667,20.29,45.59,19.39,46.7,18.29,50.1266666666667,5.0,95.9,17.89,45.9,19.0,53.76,17.1333333333333,50.0
20,10,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5.0,95.96666666666668,17.89,45.8266666666667,19.0,53.7,17.2,50.0
30,0,19.89,46.863333333333294,19.2,45.245,20.29,45.433333333333294,19.29,46.79,18.29,50.23,4.96666666666667,95.93333333333328,17.89,45.7225,19.0,53.875,17.2,50.0
40,10,19.823333333333295,46.863333333333294,19.2,45.363333333333294,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.93333333333328,17.89,45.79,19.0,54.0,17.2,50.0
50,10,19.8566666666667,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.4266666666667,4.93333333333333,96.09,17.89,45.863333333333294,19.0,54.06,17.2,50.09
60,20,19.79,46.79,19.2,45.3266666666667,20.1666666666667,45.29,19.29,46.59666666666671,18.23,50.83333333333329,4.93333333333333,96.09,17.89,45.52,18.9266666666667,53.8,17.2,49.963333333333296
60,20,19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.2966666666667,18.2,51.2666666666667,5.0,96.09,17.89,45.14,18.9725,53.15,17.2,49.723333333333294
70,20,19.79,47.4266666666667,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.5266666666667,5.0,96.09,17.8566666666667,44.83333333333329,18.89,52.8,17.2,49.463333333333296
60,30,19.79,48.3666666666667,19.1,45.0,20.1,45.29,19.1666666666667,45.9666666666667,18.1,51.8266666666667,5.0,96.09,17.79,44.5666666666667,18.8566666666667,52.363333333333294,17.15,48.995
140,20,19.79,48.66666666666671,19.1,45.0,20.2,45.29,19.1666666666667,45.9,18.1,51.9666666666667,5.06,96.1566666666667,17.79,44.3266666666667,18.79,51.963333333333296,17.1,48.6333333333333
110,30,19.79,48.533333333333296,19.066666666666695,45.06,20.1333333333333,45.29,19.2,45.76,18.1,52.1266666666667,5.09,96.0266666666667,17.8566666666667,44.66,18.79,51.6333333333333,17.1,48.36
90,10,19.89,50.0,19.0222222222222,45.0444444444444,20.15,45.245,19.2,45.6266666666667,18.033333333333296,52.2,5.09,95.76,18.0,45.0633333333333,18.79,51.395,17.1,48.0266666666667
60,0,19.89,48.7333333333333,19.1,45.2,20.1,45.2,19.1,45.5266666666667,18.05,52.4,5.0,95.4566666666667,18.0,44.4566666666667,18.7,51.045,17.1,47.7666666666667
60,0,19.89,48.0266666666667,19.033333333333296,45.1266666666667,20.1,45.2,19.1,45.4,18.0,52.5,4.7933333333333294,94.79,17.89,43.96,18.7,50.76,17.1,47.4666666666667
60,0,19.89,47.6333333333333,19.0,45.09,20.1,45.2,19.1,45.363333333333294,18.0,52.56,4.46666666666667,94.1933333333333,17.89,43.5666666666667,18.7,50.645,17.0333333333333,47.2666666666667
50,0,19.8566666666667,47.0633333333333,19.0,45.03,20.1,45.2,19.1,45.23,18.0,52.79,4.2975,94.45,17.8566666666667,43.1,18.7,50.42,17.0,46.93
60,0,19.79,46.6566666666667,19.0,44.9666666666667,20.1,45.1633333333333,19.1,45.09,17.9266666666667,52.79,4.06333333333333,94.1933333333333,17.79,42.7666666666667,18.6333333333333,50.1566666666667,17.0666666666667,46.79
50,0,19.79,46.33333333333329,19.0,44.8266666666667,20.1,45.09,19.1,44.9666666666667,17.89,52.76,4.03,94.6666666666667,17.79,42.43,18.6666666666667,50.0266666666667,17.0333333333333,46.59
30,0,19.79,46.0666666666667,19.0,44.645,20.1,45.1633333333333,19.033333333333296,44.7666666666667,17.89,52.033333333333296,4.09,95.0,17.79,42.23,18.6,49.8266666666667,17.0333333333333,46.39
40,0,19.76,45.863333333333294,18.963333333333296,44.56,20.033333333333296,44.963333333333296,19.0,44.6633333333333,18.0,50.9,4.1233333333333295,95.3966666666667,17.7,41.9666666666667,18.6,49.6633333333333,17.0,46.1633333333333
30,0,19.7,45.79,18.963333333333296,44.433333333333294,20.0,44.9,19.066666666666695,44.59,18.0,50.4266666666667,4.263333333333329,95.79666666666668,17.7,41.8266666666667,18.6,49.59,17.0,46.03
260,0,19.7,45.6633333333333,18.89,44.29,20.0,44.9,19.1,44.69333333333329,18.0,49.93,4.463333333333329,96.26,17.7,41.6633333333333,18.6,49.4666666666667,17.0,45.863333333333294
500,0,19.7,45.59,18.89,44.23,19.89,44.9,19.1666666666667,45.0266666666667,18.0,49.6566666666667,4.73,96.46666666666668,17.7,41.59,18.533333333333296,49.4,17.0,45.73
450,0,19.73,47.793333333333294,18.9266666666667,44.23,19.89,44.9,19.36,45.36,18.0,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17.0,45.6633333333333
50,10,19.79,48.793333333333294,19.0,44.363333333333294,19.89,44.863333333333294,19.6933333333333,45.56,18.0,49.56,5.15666666666667,96.5,17.7,41.4,18.5,49.2,17.0,45.463333333333296
60,0,19.89,47.94,19.033333333333296,44.5666666666667,19.963333333333296,44.863333333333294,20.0,45.1333333333333,18.033333333333296,49.6266666666667,5.3333333333333295,96.56,17.7,41.3266666666667,18.5,49.09,17.0333333333333,45.29
60,0,19.89,47.16,19.033333333333296,44.5666666666667,19.9266666666667,44.79,20.066666666666695,44.86,18.1,49.5666666666667,5.4,96.29333333333328,17.7,41.26,18.5,49.09,17.0333333333333,45.23
50,0,19.89,46.7666666666667,19.033333333333296,44.5,20.0,44.79,20.1333333333333,44.7,18.033333333333296,49.3266666666667,5.53,96.19,17.7,41.2,18.5,49.0,17.05,45.245
50,0,20.0,46.2966666666667,19.1,44.5,20.0,44.79,20.2,44.6266666666667,18.1,49.3266666666667,5.79666666666667,96.19,17.73,41.0266666666667,18.5,48.933333333333294,17.1,45.29
50,0,20.0,45.963333333333296,19.1,44.4666666666667,19.9266666666667,44.79,20.2,44.59,18.1,49.26,5.8333333333333295,95.02333333333328,17.79,40.9,18.4266666666667,48.59,17.1,45.23
60,0,20.0,46.223333333333294,19.1,44.4,19.945,44.79,20.1333333333333,44.463333333333296,18.1,49.1266666666667,5.96666666666667,94.56333333333329,17.79,40.7,18.5,48.463333333333296,17.1,45.2
60,0,20.0,45.963333333333296,19.1,44.29,19.89,44.76,20.1,44.1633333333333,18.1,49.09,6.245,93.745,17.8566666666667,40.6266666666667,18.5,48.19,17.1,45.1266666666667
60,0,20.0,45.723333333333294,19.15,44.245,19.89,44.7,20.1,44.03,18.1,49.0,6.43333333333333,91.23,17.8233333333333,40.4666666666667,18.5,47.9666666666667,17.1,45.2
60,0,20.0,45.6633333333333,19.2,44.2,19.963333333333296,44.7,20.033333333333296,43.9,18.1,48.933333333333294,6.5,88.8966666666667,17.89,40.3266666666667,18.566666666666695,47.8266666666667,17.1,45.2
190,0,20.033333333333296,45.5,19.2,44.1266666666667,19.963333333333296,44.7,20.033333333333296,43.69333333333329,18.066666666666695,49.0,6.59,85.4633333333333,17.9175,40.24,18.566666666666695,47.59,17.1,45.06
220,0,20.1,45.69333333333329,19.2,43.9,20.0,44.79,20.0,43.845,18.0,49.4,6.65666666666667,84.3966666666667,17.9266666666667,40.03,18.55,47.545,17.1,45.0
170,0,20.1,45.4,19.2,43.9,20.0,44.79,20.0,43.8266666666667,17.9633333333333,49.89,6.93333333333333,83.09999999999998,17.9725,39.875,18.6,47.3522222222222,17.1,44.863333333333294
390,0,20.1,45.3266666666667,19.2,43.856,19.963333333333296,44.79,20.0,43.9666666666667,17.89,50.223333333333294,7.12666666666667,82.8933333333333,18.0,39.7,18.6,47.2,17.1,44.79
90,0,20.1,45.3266666666667,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398,7.43333333333333,82.3333333333333,18.0,39.6633333333333,18.5,47.2,17.1,44.7
60,0,20.1666666666667,46.9933333333333,19.2,43.76,19.89,44.79,19.89,44.1633333333333,17.89,50.56,7.5,81.0,18.0,39.59,18.5,47.1266666666667,17.1666666666667,44.6266666666667
290,0,20.1,46.43,19.1,43.8175,19.89,44.79,19.8566666666667,44.16,17.8566666666667,50.73,7.4,80.36,17.89,39.59,18.5,47.23,17.1666666666667,44.56
130,0,20.1,46.03,19.1,43.838125,19.89,44.79,19.8566666666667,44.0266666666667,17.8566666666667,50.863333333333294,7.46666666666667,80.36,17.89,39.59,18.5,47.29,17.1,44.5
140,0,20.066666666666695,45.363333333333294,19.1,43.745,19.89,44.863333333333294,19.79,43.863333333333294,17.79,50.933333333333294,7.656666666666669,78.79,17.89,39.59,18.5,47.33,17.1,44.4
240,0,20.0,44.963333333333296,19.1,43.5955555555556,19.89,44.8266666666667,19.73,43.53,17.79,51.0,7.53,78.18999999999998,17.89,39.59,18.5,47.2825,17.1,44.3266666666667
50,0,20.0,44.76,19.1,43.488888888888894,19.89,44.9,19.7,43.5,17.79,51.0,7.6233333333333295,78.73,17.945,39.565,18.5,47.1371428571429,17.1,44.29
60,0,20.0,44.595,19.1,43.425,19.89,44.9,19.7,43.5,17.79,51.0,7.69,77.1966666666667,18.0777777777778,39.4766666666667,18.5,47.0113333333333,17.1,44.23
60,0,20.0,44.433333333333294,19.1,43.334,19.89,44.9,19.7,43.4666666666667,17.79,51.0,7.559999999999999,76.3233333333333,18.183333333333305,39.275,18.5,46.91666666666671,17.1,44.2
60,0,20.0,44.26,19.1,43.29,19.89,44.9,19.7,43.4,17.79,51.0,7.43333333333333,76.4633333333333,18.183333333333305,39.09,18.5,46.863333333333294,17.1,44.2
370,0,20.0,44.2,19.1,43.29,19.89,44.9,19.6,43.2,17.73,51.0,7.295,77.4,18.1,39.09,18.5,46.79,17.1,44.1266666666667
200,0,20.0,44.06,19.033333333333296,43.23,19.945,44.9,19.6,43.1266666666667,17.79,51.0,6.9,77.6333333333333,18.066666666666695,39.06,18.5,47.0,17.1,44.0
70,0,20.0,44.06,19.0,43.2,19.89,44.9,19.566666666666695,43.06,17.7,51.0,6.96666666666667,78.82666666666668,18.0,39.0,18.4266666666667,46.933333333333294,17.1,43.933333333333294
50,0,20.0,44.09,19.0,43.1266666666667,19.89,44.8266666666667,19.5,43.0,17.7,51.0,6.96666666666667,79.48999999999998,17.9725,39.0,18.463333333333296,47.0,17.1,43.79
40,0,20.0,44.03,19.0,43.09,19.89,44.9,19.463333333333296,43.06,17.7,51.0,6.8333333333333295,78.7566666666667,17.89,39.0,18.39,47.0,17.1,43.79
40,0,19.963333333333296,43.9,18.9266666666667,43.09,19.89,44.9,19.39,43.0,17.7,51.0,6.36666666666667,79.06,18.033333333333296,39.09,18.39,46.9,17.1,43.7
30,0,19.963333333333296,43.9,19.033333333333296,43.06,19.89,44.79,19.445,43.145,17.7,51.0,6.43333333333333,82.5333333333333,18.1666666666667,39.03,18.4975,46.6725,17.1,43.76
30,0,20.0,43.863333333333294,19.1,43.0,19.89,44.79,19.533333333333296,43.1633333333333,17.7,51.0,6.93333333333333,81.0266666666667,18.323333333333295,38.83333333333329,18.6666666666667,46.53,17.1666666666667,43.79
30,0,20.066666666666695,43.863333333333294,19.1333333333333,42.863333333333294,19.89,44.76,19.6,43.03,17.7,51.0,7.0,76.8333333333333,18.445,38.645,18.79,46.223333333333294,17.1666666666667,43.79
30,0,20.1,43.79,19.2,42.715,19.89,44.7,19.6,42.863333333333294,17.7,51.0,6.93333333333333,75.1333333333333,18.5285714285714,38.2535714285714,18.79,45.980833333333294,17.2,43.79
40,0,20.1,43.73,19.1363636363636,42.65,19.89,44.7,19.533333333333296,42.79,17.7,51.06,6.72666666666667,75.3333333333333,18.4877777777778,38.1877777777778,18.78,45.8877777777778,17.2,43.73
